"","rules","support","confidence","lift"
"363","{Seasons=1,Age=30-36,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"364","{Seasons=1,Age=30-36,fevers in past year=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"365","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"366","{Seasons=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"367","{Seasons=1,Childish disease=1,fevers in past year=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"368","{Seasons=1,Age=30-36,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"369","{Seasons=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"370","{Seasons=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"371","{Seasons=1,Childish disease=1,Accident/trauma=1,Surgeries=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"372","{Seasons=1,Age=30-36,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"373","{Seasons=1,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"374","{Seasons=1,Childish disease=1,Accident/trauma=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"375","{Seasons=1,Age=30-36,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"376","{Seasons=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"377","{Seasons=1,Childish disease=1,Surgeries=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"378","{Seasons=1,Age=30-36,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"379","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6} => {diagnosis=O}",0.02,1,8.33333333333333
"380","{Seasons=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"381","{Seasons=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"382","{Seasons=1,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"383","{Seasons=1,Childish disease=1,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"384","{Seasons=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.02,1,8.33333333333333
"385","{Seasons=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"386","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"387","{Seasons=1,Age=30-36,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"388","{Seasons=1,Age=30-36,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"389","{Seasons=1,Age=30-36,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"390","{Seasons=1,Age=30-36,Childish disease=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.02,1,8.33333333333333
"391","{Seasons=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"392","{Seasons=1,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"393","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"394","{Seasons=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"395","{Seasons=1,Childish disease=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"396","{Seasons=1,Childish disease=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"397","{Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"398","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.03,1,8.33333333333333
"399","{Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"400","{Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"401","{Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"402","{Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.03,1,8.33333333333333
"403","{Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.6} => {diagnosis=O}",0.01,1,8.33333333333333
"404","{Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"405","{Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"406","{Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.6,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"407","{Seasons=-0.33,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"408","{Seasons=-0.33,Age=30-36,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"409","{Seasons=-0.33,Accident/trauma=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"410","{Seasons=-0.33,fevers in past year=1,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"411","{Seasons=-0.33,Childish disease=1,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"412","{Seasons=-0.33,Age=30-36,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"413","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"414","{Seasons=-0.33,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"415","{Seasons=-0.33,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"416","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"417","{Seasons=-0.33,Accident/trauma=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"418","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"419","{Age=30-36,Surgeries=0,fevers in past year=1,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"420","{Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"421","{Age=30-36,Surgeries=0,fevers in past year=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"422","{Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"423","{Seasons=1,Age=30-36,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"424","{Seasons=1,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"425","{Seasons=1,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"426","{Seasons=1,Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"427","{Seasons=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"428","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"429","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"430","{Seasons=1,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"431","{Seasons=1,Age=30-36,Accident/trauma=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"432","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"433","{Seasons=-0.33,Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"434","{Seasons=-0.33,Age=30-36,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"435","{Seasons=-0.33,Age=30-36,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"436","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"437","{Seasons=-0.33,Surgeries=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"438","{Seasons=-0.33,Childish disease=1,Surgeries=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"439","{Seasons=-0.33,Age=30-36,Accident/trauma=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"440","{Seasons=-0.33,Accident/trauma=0,alcohol consumption=1,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"441","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,alcohol consumption=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"442","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"443","{Seasons=-0.33,Accident/trauma=0,Surgeries=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"444","{Seasons=-0.33,Childish disease=1,Accident/trauma=0,Surgeries=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"445","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=1,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"446","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"447","{Seasons=-0.33,Age=30-36,Accident/trauma=0,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"448","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,smoking habbit=1} => {diagnosis=O}",0.02,1,8.33333333333333
"449","{Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"450","{Age=30-36,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"451","{Age=30-36,Surgeries=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"452","{Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"453","{Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"454","{Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"455","{Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"456","{Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.02,1,8.33333333333333
"457","{Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"458","{Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=1} => {diagnosis=O}",0.02,1,8.33333333333333
"459","{Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=1} => {diagnosis=O}",0.01,1,8.33333333333333
"460","{Seasons=-1,Age=30-36,Surgeries=1,fevers in past year=0,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"461","{Seasons=-1,Age=30-36,Accident/trauma=0,fevers in past year=0,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"462","{Seasons=-1,Age=30-36,fevers in past year=0,smoking habbit=0,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"463","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"464","{Seasons=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,smoking habbit=0} => {diagnosis=O}",0.01,1,8.33333333333333
"465","{Seasons=1,Accident/trauma=0,Surgeries=1,smoking habbit=0,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"466","{Seasons=1,Age=30-36,Accident/trauma=1,Surgeries=0,fevers in past year=1} => {diagnosis=O}",0.01,1,8.33333333333333
"467","{Seasons=1,Accident/trauma=1,Surgeries=0,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"468","{Seasons=1,Accident/trauma=1,Surgeries=0,fevers in past year=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"469","{Seasons=1,Childish disease=1,Accident/trauma=1,Surgeries=0,fevers in past year=1} => {diagnosis=O}",0.01,1,8.33333333333333
"470","{Seasons=1,Age=30-36,Accident/trauma=1,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"471","{Seasons=1,Age=30-36,Accident/trauma=1,fevers in past year=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"472","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=1,fevers in past year=1} => {diagnosis=O}",0.01,1,8.33333333333333
"473","{Seasons=1,Accident/trauma=1,fevers in past year=1,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"474","{Seasons=1,Childish disease=1,Accident/trauma=1,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"475","{Seasons=1,Childish disease=1,Accident/trauma=1,fevers in past year=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"476","{Seasons=1,Age=30-36,Surgeries=0,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"477","{Seasons=1,Age=30-36,Surgeries=0,fevers in past year=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"478","{Seasons=1,Age=30-36,Childish disease=1,Surgeries=0,fevers in past year=1} => {diagnosis=O}",0.01,1,8.33333333333333
"479","{Seasons=1,Surgeries=0,fevers in past year=1,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"480","{Seasons=1,Childish disease=1,Surgeries=0,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"481","{Seasons=1,Age=30-36,fevers in past year=1,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"482","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"483","{Seasons=1,Age=30-36,Childish disease=1,fevers in past year=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"484","{Seasons=1,Childish disease=1,fevers in past year=1,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"485","{Seasons=-0.33,Age=30-36,Accident/trauma=0,fevers in past year=1,alcohol consumption=1} => {diagnosis=O}",0.01,1,8.33333333333333
"486","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"487","{Seasons=1,Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"488","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"489","{Seasons=1,Childish disease=1,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"490","{Seasons=1,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"491","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8} => {diagnosis=O}",0.02,1,8.33333333333333
"492","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"493","{Seasons=1,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.02,1,8.33333333333333
"494","{Seasons=1,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.02,1,8.33333333333333
"495","{Seasons=1,Age=30-36,Surgeries=1,alcohol consumption=1,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"496","{Seasons=1,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=1} => {diagnosis=O}",0.01,1,8.33333333333333
"498","{Seasons=1,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1} => {diagnosis=O}",0.03,1,8.33333333333333
"499","{Seasons=-0.33,Age=30-36,Accident/trauma=1,Surgeries=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"500","{Seasons=-0.33,Accident/trauma=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"501","{Seasons=-0.33,Age=30-36,Surgeries=0,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"502","{Seasons=-0.33,Age=30-36,Childish disease=1,Surgeries=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"503","{Seasons=-0.33,Surgeries=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"504","{Seasons=-0.33,Childish disease=1,Surgeries=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"505","{Seasons=-0.33,Age=30-36,Accident/trauma=0,Surgeries=0,alcohol consumption=1} => {diagnosis=O}",0.01,1,8.33333333333333
"506","{Seasons=-0.33,Age=30-36,Surgeries=0,alcohol consumption=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"507","{Seasons=-0.33,Age=30-36,Accident/trauma=0,alcohol consumption=1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"508","{Seasons=-0.33,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=1} => {diagnosis=O}",0.01,1,8.33333333333333
"509","{Seasons=-0.33,Accident/trauma=1,Surgeries=0,fevers in past year=0,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"510","{Seasons=-0.33,Accident/trauma=1,Surgeries=0,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"511","{Seasons=-0.33,Age=30-36,Surgeries=0,fevers in past year=0,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"512","{Age=30-36,Accident/trauma=0,Surgeries=0,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"513","{Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"514","{Seasons=0.33,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"515","{Seasons=0.33,Age=30-36,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"516","{Seasons=0.33,Age=30-36,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"517","{Seasons=0.33,Age=30-36,Childish disease=1,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"518","{Seasons=0.33,Age=30-36,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"519","{Seasons=0.33,Age=30-36,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"520","{Seasons=0.33,Age=30-36,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"521","{Seasons=0.33,Age=30-36,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"522","{Seasons=0.33,Age=30-36,Childish disease=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"523","{Seasons=0.33,Age=30-36,Childish disease=1,Surgeries=1,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"524","{Seasons=0.33,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"525","{Seasons=0.33,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"526","{Seasons=0.33,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"527","{Seasons=0.33,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"528","{Seasons=0.33,Childish disease=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"529","{Seasons=0.33,Childish disease=1,Surgeries=1,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"530","{Seasons=0.33,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"531","{Seasons=0.33,Childish disease=1,Accident/trauma=0,Surgeries=1,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"532","{Seasons=0.33,Childish disease=1,Accident/trauma=0,Surgeries=1,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"533","{Seasons=0.33,Childish disease=1,Surgeries=1,fevers in past year=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"534","{Seasons=0.33,Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"535","{Seasons=0.33,Age=30-36,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"536","{Seasons=0.33,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"537","{Seasons=0.33,Age=30-36,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"538","{Seasons=0.33,Age=30-36,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8} => {diagnosis=O}",0.01,1,8.33333333333333
"539","{Seasons=0.33,Age=30-36,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"540","{Seasons=0.33,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
"541","{Seasons=0.33,Childish disease=1,Accident/trauma=0,fevers in past year=0,alcohol consumption=0.8,smoking habbit=-1} => {diagnosis=O}",0.01,1,8.33333333333333
"542","{Seasons=0.33,Childish disease=1,Accident/trauma=0,alcohol consumption=0.8,smoking habbit=-1,hours spent sitting=less than 8 hours} => {diagnosis=O}",0.01,1,8.33333333333333
